Unnamed: 0,sheet_id,category_id,year_month,total_spent,total_spent_in_sheet_last_month,total_spent_in_sheet_last_3_months,average_spent_in_sheet_last_6_months,sheet_spending_trend,total_spent_in_category_last_month,total_spent_in_category_last_3_months,average_spent_in_category_last_6_months,category_spending_trend,category_spent_percentage_last_month,category_spent_percentage_trend,most_frequent_spending_category_in_sheet,most_expensive_category_last_month_in_sheet,least_expensive_category_last_month_in_sheet
527.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-05,1065,7727.0,23181.0,8153.0,0,1002.0,2844.0,0.0,1,0.1296751650058237,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
528.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-05,5552,7727.0,23181.0,8011.0,0,5977.0,16391.0,0.0,-1,0.7735214184030025,1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
529.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-06,393,7727.0,23181.0,7869.0,-1,242.0,731.0,0.0,1,0.0313187524265562,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
530.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-06,816,7239.0,22693.0,7645.666666666667,0,1065.0,3042.0,0.0,-1,0.1471197679237463,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773
531.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-06,124,7239.0,22205.0,7564.333333333333,0,127.0,174.0,0.0,-1,0.0175438596491228,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
532.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-06,331,7239.0,21717.0,7483.0,0,741.0,1425.0,0.0,-1,0.1023622047244094,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
533.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-06,697,7239.0,21717.0,7401.666666666667,0,642.0,1809.0,0.0,1,0.0886862826357231,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
534.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-06,4878,7239.0,21717.0,7320.333333333333,0,5552.0,16168.0,0.0,-1,0.7669567619836994,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55
535.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-07,4478,7239.0,21717.0,7239.0,-1,4878.0,16407.0,5186.666666666667,-1,0.6738499792789059,-1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b
536.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-07,658,6946.0,21424.0,7190.166666666667,0,697.0,1967.0,0.0,-1,0.1003455226029369,1,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55
537.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-07,1177,6946.0,21131.0,7141.333333333333,0,816.0,2883.0,982.3333333333334,1,0.1174776849985603,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773
538.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-07,95,6946.0,20838.0,7092.5,0,124.0,279.0,0.0,-1,0.017852001151742,1,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
539.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-07,369,6946.0,20838.0,7043.666666666667,0,331.0,1650.0,529.6666666666666,1,0.0476533256550532,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
540.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-07,169,6946.0,20838.0,6994.833333333333,0,393.0,987.0,241.8333333333333,-1,0.0565793262309242,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
541.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-08,70,6946.0,20838.0,6946.0,-1,95.0,346.0,0.0,-1,0.0136769363662539,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
542.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-08,819,2159.0,16051.0,6148.166666666667,0,1177.0,3058.0,983.6666666666666,-1,0.5451597962019453,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
543.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-08,311,2159.0,11264.0,5350.333333333333,0,369.0,1441.0,482.3333333333333,-1,0.1709124594719777,1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
544.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-08,619,2159.0,6477.0,4552.5,0,658.0,1997.0,582.6666666666666,-1,0.3047707271885132,1,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
545.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-08,340,2159.0,6477.0,3754.6666666666665,0,169.0,804.0,247.66666666666663,1,0.0782769800833719,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
546.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-09,547,2159.0,6477.0,2956.833333333333,1,619.0,1974.0,630.5,-1,0.2867068087077351,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
547.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-09,156,6704.0,11022.0,2916.5,0,70.0,289.0,77.16666666666667,1,0.0104415274463007,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
548.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-09,125,6704.0,15567.0,3674.0,0,340.0,902.0,272.1666666666667,-1,0.0507159904534606,-1,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
549.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-09,4357,6704.0,20112.0,4431.5,0,4478.0,14908.0,5216.5,-1,0.6679594272076372,-1,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55
550.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-09,884,6704.0,20112.0,5189.0,0,819.0,2812.0,975.6666666666666,1,0.1221658711217183,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55
551.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-09,635,6704.0,20112.0,5946.5,0,311.0,1011.0,406.0,1,0.046390214797136,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
552.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-10,194,6704.0,20112.0,6704.0,1,635.0,1315.0,494.1666666666667,-1,0.0947195704057279,1,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
553.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-10,5046,7114.0,20522.0,6772.333333333333,0,4357.0,13713.0,4980.166666666667,1,0.6124543154343548,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
554.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-10,275,7114.0,20932.0,6840.666666666667,0,125.0,634.0,270.1666666666667,1,0.0175709867866179,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
555.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-10,997,7114.0,21342.0,6909.0,0,884.0,2880.0,960.5,1,0.124262018554962,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,30697b6e-1444-413c-862e-40af11aba86b
556.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-10,32,7114.0,21342.0,6977.333333333333,0,156.0,321.0,100.0,-1,0.0219285915096991,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55
557.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-10,570,7114.0,21342.0,7045.666666666667,0,547.0,1824.0,631.8333333333334,1,0.07689063817824,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
558.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-11,5308,7114.0,21342.0,7114.0,-1,5046.0,13881.0,5048.0,1,0.7093055946021929,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
559.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-11,200,6989.0,21217.0,7093.166666666667,0,194.0,1140.0,430.1666666666667,1,0.0277579052797252,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
560.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-11,855,6989.0,21092.0,7072.333333333333,0,997.0,2700.0,959.6666666666666,-1,0.1426527400200314,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
561.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2024-11,424,6989.0,20967.0,7051.5,0,570.0,1736.0,622.1666666666666,-1,0.0815567320074402,1,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
562.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-11,202,6989.0,20967.0,7030.666666666667,0,275.0,740.0,257.3333333333333,-1,0.0393475461439404,1,3d921cc9-3c96-4a42-a84a-622177addb55,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
563.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2024-12,89,6989.0,20967.0,7009.833333333333,1,32.0,258.0,100.66666666666669,1,0.0045786235512948,-1,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
564.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-12,1063,7854.0,21832.0,7133.166666666667,0,855.0,2736.0,924.6666666666666,1,0.1088617265087853,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
565.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-12,653,7854.0,22697.0,7277.333333333333,0,200.0,1029.0,340.0,1,0.0254647313470842,-1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
566.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-12,100,7854.0,23562.0,7421.5,0,202.0,602.0,250.66666666666663,-1,0.0257193786605551,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
567.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-12,5949,7854.0,23562.0,7565.666666666667,0,5308.0,14711.0,4936.5,1,0.675833969951617,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773
568.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2025-01,670,7854.0,23562.0,7709.833333333333,-1,653.0,1047.0,393.6666666666667,1,0.0831423478482302,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
569.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2025-01,214,6321.0,22029.0,7598.5,0,89.0,277.0,94.33333333333331,1,0.0140800506249011,1,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
570.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2025-01,817,6321.0,20496.0,7343.0,0,1063.0,2915.0,965.8333333333334,-1,0.1681695934187628,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
571.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2025-01,4273,6321.0,18963.0,7087.5,0,5949.0,16303.0,5002.666666666667,-1,0.9411485524442336,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b
572.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2025-01,347,6321.0,18963.0,6832.0,0,100.0,577.0,201.8333333333333,1,0.0158202816010125,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773
573.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2025-02,5560,6321.0,18963.0,6576.5,1,4273.0,15530.0,4901.833333333333,1,0.676000632811264,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773
574.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2025-02,417,7985.0,20627.0,6598.333333333333,0,670.0,1523.0,443.8333333333333,-1,0.0839073262366938,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
575.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2025-02,877,7985.0,22291.0,6875.666666666667,0,817.0,2735.0,905.8333333333334,1,0.1023168440826549,-1,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be
576.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2025-02,692,7985.0,23955.0,7153.0,0,424.0,1541.0,585.8333333333334,1,0.0530995616781465,-1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
577.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2025-02,363,7985.0,23955.0,7430.333333333333,0,347.0,649.0,231.5,1,0.0434564809016906,1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
578.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2025-02,76,7985.0,23955.0,7707.666666666667,0,214.0,335.0,109.33333333333331,-1,0.0268002504696305,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
579.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,3d921cc9-3c96-4a42-a84a-622177addb55,2025-03,681,7985.0,23955.0,7985.0,1,692.0,1686.0,585.0,-1,0.086662492172824,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
580.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2025-03,285,8128.0,24098.0,8008.833333333333,0,363.0,810.0,235.3333333333333,-1,0.0446604330708661,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
581.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,30697b6e-1444-413c-862e-40af11aba86b,2025-03,288,8128.0,24241.0,8032.666666666667,0,76.0,379.0,106.16666666666669,1,0.0093503937007874,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
582.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2025-03,5215,8128.0,24384.0,8056.5,0,5560.0,15782.0,5082.166666666667,-1,0.6840551181102362,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b
583.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,6de44045-77c4-4366-a4f2-dc61e5ab22be,2025-03,979,8128.0,24384.0,8080.333333333333,0,877.0,2757.0,915.5,1,0.1078986220472441,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
584.0,b6a81d43-5dee-411c-91c7-93a48f0e6452,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2025-03,680,8128.0,24384.0,8104.166666666667,0,417.0,1740.0,461.5,1,0.0513041338582677,-1,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55
585.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-01,162,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55
586.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-01,4039,5873.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
587.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-01,952,5873.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b
588.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-01,131,5873.0,17619.0,0.0,0,0.0,0.0,0.0,0,0.0,0,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
589.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,30697b6e-1444-413c-862e-40af11aba86b,2024-01,34,5873.0,17619.0,0.0,0,0.0,0.0,0.0,0,0.0,0,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
590.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,3d921cc9-3c96-4a42-a84a-622177addb55,2024-01,555,5873.0,17619.0,0.0,0,0.0,0.0,0.0,0,0.0,0,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be
591.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-02,885,5873.0,17619.0,5873.0,1,952.0,0.0,0.0,-1,0.1620977353992848,0,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
592.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-02,262,8337.0,20083.0,6283.666666666667,0,131.0,0.0,0.0,1,0.0157130862420534,0,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
593.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-02,599,8337.0,22547.0,6694.333333333333,0,162.0,0.0,0.0,1,0.0194314501619287,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
594.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-02,5687,8337.0,25011.0,7105.0,0,4039.0,0.0,0.0,1,0.4844668345927791,0,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
595.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,3d921cc9-3c96-4a42-a84a-622177addb55,2024-02,684,8337.0,25011.0,7515.666666666667,0,555.0,0.0,0.0,1,0.0665707088880892,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
596.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,30697b6e-1444-413c-862e-40af11aba86b,2024-02,220,8337.0,25011.0,7926.333333333333,0,34.0,0.0,0.0,1,0.0040782055895406,0,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be
597.0,b7c6d766-2dcf-4eb3-8463-2fcec162e97c,30697b6e-1444-413c-862e-40af11aba86b,2024-03,127,8337.0,25011.0,8337.0,-1,220.0,0.0,0.0,-1,0.0263883891087921,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,6de44045-77c4-4366-a4f2-dc61e5ab22be
